Reg_yr,Manufacturing_yr,Km_driven,Engine capacity,Prev_owners,Cylinders,Max Power,Seater,Ground_clearance,Bootspace,Fueltank,Airbags,Fueltype,RTO,Transmission,Insurance_expiry,Insurance_type,Drivetrain,Bodytype,Model,Brand,City,Price
Jul 2018,Jul 2017,"42,000 km",1968cc,3rd,4,150@3250,4,,480,40,6,Diesel,WB02**9299,Automatic,2025-09-01,Comprehensive,Front Wheel Drive,Sedan,A5,Audi,kolkata,2250000
Feb 2014,Feb 2013,"76,178 km",1968cc,2nd,4,177@3750,5,,530,65,,Diesel,KA03**5136,Automatic,1970-01-01,,Front Wheel Drive,Sedan,A6,Audi,bangalore,1645000
Jun 2015,Jun 2015,"42,000 km",1968cc,1st,4,190@3800,5,,530,75,8,Diesel,DL8C**8545,Automatic,2025-06-01,Comprehensive,Front Wheel Drive,Sedan,A6,Audi,new-delhi,1200000
Jun 2017,Jun 2017,"47,077 km",1968cc,1st,4,190@3800,5,,530,75,8,Diesel,WB02**3570,Automatic,2025-06-01,Comprehensive,Front Wheel Drive,Sedan,A6,Audi,kolkata,1750000
Sep 2020,Sep 2019,"31,934 km",,1st,,,,,,,,Petrol,WB02**3098,Automatic,2025-09-01,Comprehensive,,Sedan,A6,Audi,kolkata,3300000
Mar 2023,Mar 2023,"13,268 km",1984cc,1st,4,245@5000,5,,530,73,8,Petrol,DL9C**3553,Automatic,2026-03-01,Comprehensive,Front Wheel Drive,Sedan,A6,Audi,new-delhi,5000000
Oct 2018,Oct 2018,"27,420 km",1968cc,1st,4,190@3800,5,208,550,70,8,Diesel,KA03**6481,Automatic,1970-01-01,,4X4,SUV,Q5,Audi,bangalore,3775000
Nov 2018,Nov 2018,"77,669 km",1968cc,2nd,4,190@3800,5,208,550,70,8,Diesel,MH12**0900,Automatic,1970-01-01,,4X4,SUV,Q5,Audi,pune,3290000
Apr 2019,Apr 2019,"75,000 km",1968cc,1st,4,190@3800,5,208,550,70,8,Diesel,WB02**9702,Automatic,2026-03-01,Comprehensive,4X4,SUV,Q5,Audi,kolkata,2400000
May 2015,May 2015,"75,200 km",2967cc,2nd,6,245@2910,7,,295,75,8,Diesel,HR29**0035,Automatic,1970-01-01,,4X4,SUV,Q7,Audi,new-delhi,1250000
Mar 2023,Mar 2023,"4,150 km",1998cc,1st,4,176@5000,5,142,430,50,6,Petrol,WB06*6132,Automatic,2026-03-01,Comprehensive,Front Wheel Drive,Sedan,2 SERIES GRAN COUPE,BMW,kolkata,3200000
Jul 2017,Jul 2017,"19,500 km",1998cc,2nd,4,252@5200,5,165,520,60,6,Petrol,WB74**9000,Automatic,2025-06-01,Comprehensive,Rear Wheel Drive,Sedan,3 Series,BMW,kolkata,2100000
Sep 2017,Sep 2017,"27,500 km",1995cc,1st,4,190@4000,5,157,480,57,6,Diesel,HR26**1429,Automatic,1970-01-01,,Rear Wheel Drive,Sedan,3 Series,BMW,new-delhi,2350000
Jun 2018,Jun 2018,"22,009 km",1995cc,1st,4,190@4000,5,157,480,57,6,Diesel,WB02**9044,Automatic,2025-06-01,Comprehensive,Rear Wheel Drive,Sedan,3 Series,BMW,kolkata,2200000
Oct 2020,Oct 2020,"44,988 km",1998cc,1st,4,258@5000,5,136,480,59,6,Petrol,KA03**2418,Automatic,1970-01-01,,Rear Wheel Drive,Sedan,3 Series,BMW,bangalore,4175000
Jul 2021,Jul 2021,"44,255 km",1995cc,1st,4,190@4000,5,136,480,40,6,Diesel,WB34**0303,Automatic,1970-01-01,,Rear Wheel Drive,Sedan,3 SERIES GRAN LIMOUSINE,BMW,kolkata,3275000
Sep 2022,Jun 2022,"29,474 km",1995cc,1st,4,190@4000,5,136,480,40,6,Diesel,******6688,Automatic,,Insurance Expired,Rear Wheel Drive,Sedan,3 SERIES GRAN LIMOUSINE,BMW,chennai,4500000
Sep 2023,Sep 2023,"8,237 km",1998cc,1st,4,258@5000,5,136,480,59,6,Petrol,WB02**4030,Automatic,2026-05-01,Comprehensive,Rear Wheel Drive,Sedan,3 SERIES GRAN LIMOUSINE,BMW,kolkata,4650000
Aug 2017,Aug 2017,"31,000 km",1998cc,3rd,4,252@5200,5,144,400,68,6,Petrol,WB02**7530,Automatic,2026-01-01,Comprehensive,Rear Wheel Drive,Sedan,5 Series,BMW,kolkata,2150000
Aug 2018,May 2018,"49,080 km",2993cc,2nd,6,265@4000,5,144,400,66,6,Diesel,*****3333,Automatic,2025-08-10,Comprehensive,Rear Wheel Drive,Sedan,5 Series,BMW,chennai,3453000
Jul 2018,Jul 2018,"50,271 km",2993cc,2nd,6,265@4000,5,144,400,66,6,Diesel,MH12**7865,Automatic,1970-01-01,,Rear Wheel Drive,Sedan,5 Series,BMW,pune,4250000
Nov 2019,Nov 2019,"52,973 km",1998cc,1st,4,252@5200,5,144,400,68,6,Petrol,KA04**2028,Automatic,1970-01-01,,Rear Wheel Drive,Sedan,5 Series,BMW,bangalore,4375000
Mar 2018,Mar 2018,"24,240 km",1998cc,2nd,4,258@5000,5,138,610,68,6,Petrol,WB02**5916,Automatic,2025-08-01,Comprehensive,Rear Wheel Drive,Sedan,6 Series,BMW,new-delhi,4700000
Jun 2024,Jun 2024,"5,826 km",1995cc,1st,4,190@4000,5,138,610,68,6,Diesel,MH03**5550,Automatic,2025-05-01,Comprehensive,Rear Wheel Drive,Sedan,6 Series,BMW,pune,7499999
Dec 2024,Dec 2024,"10,858 km",2998cc,1st,6,374@5500,5,130,480,59,6,Petrol,KA20**9292,Automatic,2027-12-01,Third party,4X4,Sedan,M340i,BMW,bangalore,7500000
Feb 2018,Feb 2017,"51,100 km",1995cc,1st,4,190@4000,5,165,505,61,6,Diesel,KA03**2201,Automatic,1970-01-01,,4X4,SUV,X1,BMW,bangalore,2750000
Oct 2021,Oct 2021,"46,024 km",1995cc,1st,4,190@4000,5,183,505,51,6,Diesel,******6700,Automatic,2025-10-04,Comprehensive,Front Wheel Drive,SUV,X1,BMW,bangalore,3200000
Feb 2021,Feb 2021,"20,000 km",1998cc,1st,4,192@5000,5,183,505,51,6,Petrol,HP24*3241,Automatic,1970-01-01,,Front Wheel Drive,SUV,X1,BMW,new-delhi,2800000
Jul 2022,Apr 2022,"19,751 km",1995cc,1st,4,190@4000,5,183,505,51,6,Diesel,******2000,Automatic,2025-07-10,Comprehensive,Front Wheel Drive,SUV,X1,BMW,chennai,3600000
Apr 2022,Apr 2022,"35,609 km",1995cc,1st,4,190@4000,5,183,505,51,6,Diesel,MH16**0015,Automatic,1970-01-01,,Front Wheel Drive,SUV,X1,BMW,pune,3850000
May 2017,May 2017,"56,625 km",2993cc,2nd,6,258@4000,5,209,650,85,6,Diesel,KA41**5859,Automatic,1970-01-01,,4X4,SUV,X5,BMW,bangalore,4395000
Sep 2020,Sep 2020,"23,800 km",2993cc,1st,6,265@4000,6,221,326,80,7,Diesel,WB02**3060,Automatic,2025-09-01,Comprehensive,4X4,SUV,X7,BMW,kolkata,7300000
Oct 2020,Oct 2020,"40,996 km",2993cc,1st,6,265@4000,6,221,326,80,7,Diesel,MH12**9910,Automatic,2025-10-01,Comprehensive,4X4,SUV,X7,BMW,pune,9200000
Jan 2017,Jan 2017,"31,220 km",1198cc,2nd,3,68@5000,5,170,265,35,,Petrol,TN21**6350,Manual,2026-01-10,3rd Party,Front Wheel Drive,Hatchback,Go,Datsun,chennai,275000
Jun 2017,Apr 2017,"92,985 km",1198cc,1st,3,68@5000,5,170,265,35,,Petrol,TS09**1191,Manual,2025-07-13,Comprehensive,Front Wheel Drive,Hatchback,Go,Datsun,hyderabad,231796
Jul 2018,Feb 2018,"99,609 km",1198cc,2nd,3,68@5000,5,170,265,35,,Petrol,DL3C**4025,Manual,2024-10-12,3rd Party,Front Wheel Drive,Hatchback,Go,Datsun,ghaziabad,231796
Jun 2018,Apr 2018,"20,924 km",,1st,,,,,,,,Petrol,KL32*7138,Manual,2026-02-09,3rd Party,,Hatchback,Go,Datsun,kochi,286000
Oct 2016,Oct 2016,"41,669 km",799cc,2nd,3,54@5678,5,185,222,28,1,Petrol,KA03**1885,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Redi Go,Datsun,bangalore,228474
Aug 2016,Jun 2016,"70,418 km",799cc,2nd,3,54@5678,5,185,222,28,,Petrol,TN05**4944,Manual,2026-03-10,3rd Party,Front Wheel Drive,Hatchback,Redi Go,Datsun,chennai,213000
Jun 2017,Apr 2017,"64,833 km",799cc,1st,3,54@5678,5,185,222,28,,Petrol,UP16**3336,Manual,2025-07-26,Comprehensive,Front Wheel Drive,Hatchback,Redi Go,Datsun,noida,230474
Mar 2019,Aug 2018,"79,218 km",999cc,1st,3,68@5500,5,185,222,28,1,Petrol,KA01**0973,Manual,2025-05-22,Comprehensive,Front Wheel Drive,Hatchback,Redi Go,Datsun,bangalore,243474
Jun 2018,Mar 2018,"64,617 km",999cc,2nd,3,68@5500,5,185,222,28,1,Petrol,TN06*6816,Automatic,2025-11-14,Comprehensive,Front Wheel Drive,Hatchback,Redi Go,Datsun,chennai,291474
Aug 2018,Jan 2018,"36,322 km",799cc,1st,3,54@5678,5,185,222,28,,Petrol,MH04**5564,Manual,2025-08-03,Comprehensive,Front Wheel Drive,Hatchback,Redi Go,Datsun,mumbai,240474
Jul 2019,Jul 2019,"39,566 km",999cc,2nd,3,68@5500,5,185,222,28,,Petrol,GJ01**9806,Manual,2026-02-17,3rd Party,Front Wheel Drive,Hatchback,Redi Go,Datsun,ahmedabad,229302
Mar 2020,Jul 2019,"92,782 km",999cc,1st,3,68@5500,5,185,222,28,1,Petrol,GJ27**4758,Manual,2025-10-30,3rd Party,Front Wheel Drive,Hatchback,Redi Go,Datsun,ahmedabad,202269
Jun 2019,Apr 2019,"69,889 km",799cc,1st,3,54@5678,5,185,222,28,,Petrol,KL10**8811,Manual,2025-08-12,3rd Party,Front Wheel Drive,Hatchback,Redi Go,Datsun,kochi,203474
Oct 2019,Jul 2019,"31,716 km",999cc,1st,3,68@5500,5,185,222,28,1,Petrol,WB12**0125,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Redi Go,Datsun,kolkata,267230
Feb 2021,Jan 2021,"61,116 km",999cc,2nd,3,68@5550,5,187,222,28,2,Petrol,MH20**1673,Automatic,,Insurance Expired,Front Wheel Drive,Hatchback,Redi Go,Datsun,pune,301474
Sep 2011,Mar 2011,"63,868 km",,1st,,,,,,,,Petrol,******8231,Manual,2025-10-11,3rd Party,,Hatchback,Grand Punto,Fiat,chennai,189000
May 2015,Mar 2015,"60,347 km",1499cc,2nd,4,112@6300,5,200,346,52,2,Petrol,DL3C**7039,Manual,,Insurance Expired,Front Wheel Drive,SUV,Ecosport,Ford,noida,366296
Apr 2016,Feb 2016,"64,150 km",1499cc,2nd,4,112@6300,5,200,346,52,,Petrol,DL12**7152,Manual,2025-04-26,Comprehensive,Front Wheel Drive,SUV,Ecosport,Ford,ghaziabad,399296
Oct 2016,Sep 2016,"68,390 km",1499cc,1st,4,112@6300,5,200,346,52,2,Petrol,WB02**2605,Manual,2025-09-29,3rd Party,Front Wheel Drive,SUV,Ecosport,Ford,kolkata,406356
Aug 2016,Jun 2016,"91,649 km",1499cc,1st,4,112@6300,5,200,346,52,6,Petrol,MH02**5607,Automatic,2025-10-16,3rd Party,Front Wheel Drive,SUV,Ecosport,Ford,mumbai,511296
Mar 2017,Feb 2017,"94,328 km",,1st,,,,,,,,Diesel,UP16**9630,Manual,,Insurance Expired,,SUV,Ecosport,Ford,lucknow,477296
Mar 2019,Nov 2018,"33,439 km",,1st,,,,,,,,Petrol,TS08**0405,Manual,2026-03-13,Comprehensive,,SUV,Ecosport,Ford,hyderabad,808500
Oct 2019,Aug 2019,"19,081 km",1497cc,1st,3,123@6500,5,200,352,52,6,Petrol,MH02**6761,Automatic,2025-10-02,Comprehensive,Front Wheel Drive,SUV,Ecosport,Ford,mumbai,773959
Dec 2020,Oct 2020,"97,822 km",1496cc,1st,3,122@6500,5,200,348,52,6,Petrol,HR51**2563,Manual,2025-11-21,Zero Depreciation,Front Wheel Drive,SUV,Ecosport,Ford,faridabad,667296
Jun 2021,Mar 2021,"33,777 km",1496cc,1st,3,122@6500,5,200,348,52,2,Petrol,WB12**4379,Manual,2026-05-06,Comprehensive,Front Wheel Drive,SUV,Ecosport,Ford,kolkata,674500
Jun 2010,Jun 2010,"107,189 km",1399cc,3rd,4,69@4000,5,,284,45,,Diesel,*****8534,Manual,,Insurance Expired,Front Wheel Drive,Hatchback,Figo,Ford,ambala,68993
Jan 2012,Jan 2011,"235,940 km",1399cc,1st,4,69@4000,5,,284,45,,Diesel,******4725,Manual,2026-01-09,Comprehensive,Front Wheel Drive,Hatchback,Figo,Ford,bangalore,89000
Oct 2013,Jul 2013,"36,912 km",1198cc,1st,4,88@6000,5,165,400,35,,Petrol,DL4C**8526,Manual,2025-10-12,Comprehensive,Front Wheel Drive,Sedan,Amaze,Honda,ghaziabad,292431
Sep 2013,Sep 2013,"58,051 km",1198cc,2nd,4,88@6000,5,165,400,35,,Petrol,UP16**5254,Manual,2025-09-11,Comprehensive,Front Wheel Drive,Sedan,Amaze,Honda,lucknow,255796
Apr 2014,Jan 2014,"92,322 km",1498cc,4th,4,100@3600,5,165,400,35,,Diesel,******6740,Manual,2025-08-19,3rd Party,Front Wheel Drive,Sedan,Amaze,Honda,ahmedabad,200000
Aug 2014,Jul 2014,"62,938 km",1198cc,2nd,4,88@6000,5,165,400,35,,Petrol,HR26**6283,Automatic,2025-12-21,Comprehensive,Front Wheel Drive,Sedan,Amaze,Honda,gurgaon,313000
Apr 2015,May 2014,"186,908 km",1498cc,1st,4,100@3600,5,165,400,35,,Diesel,******5359,Manual,2026-02-19,Comprehensive,Front Wheel Drive,Sedan,Amaze,Honda,mohali,250000
Jul 2014,Jun 2014,"40,938 km",1198cc,1st,4,88@6000,5,165,400,35,,Petrol,DL2C**1584,Manual,2025-07-01,Comprehensive,Front Wheel Drive,Sedan,Amaze,Honda,new-delhi,306826
Aug 2014,Jul 2014,"57,369 km",1198cc,1st,4,88@6000,5,165,400,35,,Petrol,DL3C**0157,Manual,2025-07-27,3rd Party,Front Wheel Drive,Sedan,Amaze,Honda,noida,300036
Nov 2015,Sep 2015,"54,945 km",1198cc,2nd,4,88@6000,5,165,400,35,,Petrol,DL9C**6618,Manual,,Insurance Expired,Front Wheel Drive,Sedan,Amaze,Honda,noida,310936
Dec 2019,Nov 2019,"28,718 km",1199cc,1st,4,90@6000,5,165,420,35,2,Petrol,HR26**2043,Manual,2025-12-13,Zero Depreciation,Front Wheel Drive,Sedan,Amaze,Honda,gurgaon,501000
Jun 2019,May 2019,"38,689 km",1199cc,1st,4,90@6000,5,165,420,35,2,Petrol,HR30*6448,Manual,2024-06-22,Zero Depreciation,Front Wheel Drive,Sedan,Amaze,Honda,gurgaon,501796
Jan 2020,Sep 2019,"56,666 km",1199cc,1st,4,90@6000,5,165,420,35,2,Petrol,MH14**9120,Manual,2026-01-19,3rd Party,Front Wheel Drive,Sedan,Amaze,Honda,pune,527000
Aug 2021,Jun 2021,"13,089 km",,1st,,,,,,,,Petrol,GJ01**6019,Manual,2025-08-31,3rd Party,,Sedan,Amaze,Honda,ahmedabad,609503
Jan 2023,Dec 2022,"11,341 km",1199cc,1st,4,90@6000,5,165,420,35,2,Petrol,DL3C**6474,Manual,2026-01-04,3rd Party,Front Wheel Drive,Sedan,Amaze,Honda,noida,595120
May 2023,Mar 2023,"10,721 km",1199cc,1st,4,90@6000,5,165,420,35,2,Petrol,DL10**4573,Automatic,,Insurance Expired,Front Wheel Drive,Sedan,Amaze,Honda,ghaziabad,701796
Mar 2024,Feb 2023,"35,736 km",1199cc,1st,4,90@6000,5,165,420,35,2,Petrol,HR36**0821,Manual,2027-01-31,3rd Party,Front Wheel Drive,Sedan,Amaze,Honda,gurgaon,612000
May 2019,Apr 2019,"77,305 km",1497cc,1st,4,119@6600,7,210,223,42,2,Petrol,MH01**9188,Manual,2025-05-29,Comprehensive,Front Wheel Drive,SUV,BR-V,Honda,mumbai,780296
Oct 2013,Oct 2013,"80,224 km",,1st,,,,,,,,Petrol,DL1C*3490,Manual,2025-11-19,Comprehensive,,Hatchback,Brio,Honda,new-delhi,221796
Jul 2015,May 2015,"66,054 km",1198cc,1st,4,88@6000,5,165,,35,,Petrol,DL4C**8584,Manual,2025-08-08,3rd Party,Front Wheel Drive,Hatchback,Brio,Honda,noida,302796
Dec 2015,Sep 2015,"36,923 km",1497cc,1st,4,119@6600,5,165,510,40,2,Petrol,GJ01**7810,Manual,2025-12-20,Comprehensive,Front Wheel Drive,Sedan,City,Honda,ahmedabad,472500
Oct 2015,Sep 2015,"53,876 km",1497cc,1st,4,119@6600,5,165,510,40,2,Petrol,GJ01**7251,Manual,2025-10-12,Comprehensive,Front Wheel Drive,Sedan,City,Honda,ahmedabad,472452
Feb 2015,Feb 2015,"64,903 km",1497cc,1st,4,119@6600,5,165,510,40,2,Petrol,KL01**8835,Manual,,Insurance Expired,Front Wheel Drive,Sedan,City,Honda,kochi,475796
Nov 2015,Sep 2015,"61,570 km",1497cc,1st,4,119@6600,5,165,510,40,2,Petrol,WB02**8489,Manual,2025-11-15,3rd Party,Front Wheel Drive,Sedan,City,Honda,kolkata,349796
Mar 2016,Feb 2016,"70,949 km",1497cc,1st,4,119@6600,5,165,510,40,2,Petrol,MH47**0364,Automatic,,Insurance Expired,Front Wheel Drive,Sedan,City,Honda,mumbai,576502
Jan 2019,Oct 2018,"43,726 km",1497cc,1st,4,119@6600,5,165,510,40,2,Petrol,WB02**6150,Automatic,2025-06-27,Comprehensive,Front Wheel Drive,Sedan,City,Honda,kolkata,613619
May 2019,Apr 2019,"73,182 km",1497cc,2nd,4,119@6600,5,165,510,40,2,Petrol,TN06*7053,Automatic,,Insurance Expired,Front Wheel Drive,Sedan,City,Honda,chennai,713938
Apr 2019,Jan 2019,"37,160 km",1497cc,1st,4,119@6600,5,165,510,40,2,Petrol,HR26**5480,Manual,,Insurance Expired,Front Wheel Drive,Sedan,City,Honda,faridabad,671796
Jan 2020,Nov 2019,"53,143 km",1497cc,2nd,4,119@6600,5,165,510,40,2,Petrol,DL3C**0772,Manual,2025-12-30,Zero Depreciation,Front Wheel Drive,Sedan,City,Honda,new-delhi,653000
May 2019,Feb 2019,"49,515 km",1497cc,1st,4,119@6600,5,165,510,40,2,Petrol,UP16**8452,Automatic,2026-03-28,Zero Depreciation,Front Wheel Drive,Sedan,City,Honda,noida,755840
Apr 2021,Apr 2021,"80,212 km",1498cc,1st,4,121@6600,5,,506,40,6,Petrol,TN18**7936,Manual,,Insurance Expired,Front Wheel Drive,Sedan,City,Honda,chennai,1031856
Apr 2022,Jan 2021,"24,201 km",1498cc,1st,4,121@6600,5,,506,40,6,Petrol,MH01**7105,Automatic,2026-04-06,3rd Party,Front Wheel Drive,Sedan,City,Honda,mumbai,1083610
Jul 2022,Jun 2022,"36,446 km",1498cc,1st,4,121@6600,5,,506,40,4,Petrol,WB02**7525,Manual,2025-07-03,3rd Party,Front Wheel Drive,Sedan,City,Honda,kolkata,752796
Sep 2016,Sep 2016,"44,230 km",1199cc,1st,4,90@6000,5,165,354,40,2,Petrol,TN07**2207,Automatic,2025-09-27,3rd Party,Front Wheel Drive,Hatchback,Jazz,Honda,chennai,483917
Sep 2016,Aug 2016,"50,011 km",1199cc,1st,4,90@6000,5,165,354,40,2,Petrol,KL38*1335,Manual,2025-09-08,3rd Party,Front Wheel Drive,Hatchback,Jazz,Honda,kochi,431000
Jan 2017,Aug 2016,"28,939 km",1199cc,1st,4,90@6000,5,165,354,40,2,Petrol,MH12**9303,Automatic,,Insurance Expired,Front Wheel Drive,Hatchback,Jazz,Honda,pune,531796
May 2018,Apr 2018,"33,128 km",1199cc,1st,4,90@6000,5,165,354,40,2,Petrol,UP78**2801,Automatic,2026-05-16,Comprehensive,Front Wheel Drive,Hatchback,Jazz,Honda,lucknow,488000
Sep 2018,Aug 2018,"41,145 km",1498cc,1st,4,100@3600,5,188,363,40,2,Diesel,PB02**3412,Manual,2025-12-04,Comprehensive,Front Wheel Drive,SUV,WR-V,Honda,chandigarh,584796
Nov 2021,Apr 2021,"41,122 km",1199cc,1st,4,90@6000,5,188,363,40,2,Petrol,DL3C**9185,Manual,2025-11-02,Zero Depreciation,Front Wheel Drive,SUV,WR-V,Honda,noida,678796
Jul 2021,Jun 2021,"30,732 km",1493cc,1st,4,115@4000,6,,180,50,6,Diesel,TN09**3261,Automatic,2025-07-13,Zero Depreciation,Front Wheel Drive,SUV,ALCAZAR,Hyundai,chennai,1616626
Dec 2021,Oct 2021,"90,870 km",1493cc,2nd,4,115@4000,7,,180,50,6,Diesel,******3000,Manual,2025-12-03,Zero Depreciation,Front Wheel Drive,SUV,ALCAZAR,Hyundai,lucknow,1464000
Aug 2022,Jul 2022,"72,972 km",,2nd,,,,,,,,Diesel,******8080,Automatic,2025-07-26,Comprehensive,,SUV,ALCAZAR,Hyundai,ambala,1659000
Mar 2022,Jan 2022,"74,825 km",1999cc,1st,4,159@6500,6,,180,50,6,Petrol,HR98*5607,Automatic,2026-02-01,Comprehensive,Front Wheel Drive,SUV,ALCAZAR,Hyundai,faridabad,1377500
Dec 2023,Oct 2023,"8,996 km",1482cc,1st,4,160@5500,7,,180,50,6,Petrol,MH01**9501,Automatic,2025-12-25,Zero Depreciation,Front Wheel Drive,SUV,ALCAZAR,Hyundai,mumbai,1997650
Aug 2020,Jan 2020,"59,202 km",1186cc,1st,3,75@4000,5,,402,37,2,Diesel,TS07**1604,Manual,,Insurance Expired,Front Wheel Drive,Sedan,AURA,Hyundai,hyderabad,612910
Jan 2021,Dec 2020,"49,021 km",1197cc,1st,4,69@6000,5,,,65,2,CNG,MH12**0894,Manual,,Insurance Expired,Front Wheel Drive,Sedan,AURA,Hyundai,pune,664554
Dec 2021,Nov 2021,"19,085 km",1197cc,1st,4,83@6000,5,165,402,37,2,Petrol,KA03**9732,Automatic,2025-11-29,Comprehensive,Front Wheel Drive,Sedan,AURA,Hyundai,bangalore,633796
Sep 2021,Jun 2021,"37,432 km",1197cc,1st,4,83@6000,5,165,402,37,2,Petrol,PB08**2874,Manual,2025-09-05,Comprehensive,Front Wheel Drive,Sedan,AURA,Hyundai,chandigarh,578796
Jul 2021,Feb 2021,"7,057 km",1197cc,1st,4,83@6000,5,,402,37,2,Petrol,MH05**8900,Manual,,Insurance Expired,Front Wheel Drive,Sedan,AURA,Hyundai,mumbai,592796
Mar 2016,Feb 2016,"74,693 km",1591cc,1st,4,123@6400,5,190,,55,2,Petrol,DL4C**5260,Manual,2026-03-13,Comprehensive,Front Wheel Drive,SUV,Creta,Hyundai,ghaziabad,604955
Sep 2016,Jun 2016,"87,229 km",1591cc,1st,4,123@6400,5,190,,55,2,Petrol,MH12**3198,Manual,2025-11-07,3rd Party,Front Wheel Drive,SUV,Creta,Hyundai,pune,697777
Jan 2018,Oct 2017,"43,623 km",1591cc,2nd,4,123@6400,5,190,400,55,2,Petrol,DL7C*1322,Manual,2025-12-26,3rd Party,Front Wheel Drive,SUV,Creta,Hyundai,ghaziabad,583900
May 2017,Mar 2017,"96,034 km",1591cc,1st,4,123@6400,5,190,400,55,2,Petrol,DL12**6370,Manual,2025-05-10,Comprehensive,Front Wheel Drive,SUV,Creta,Hyundai,ghaziabad,675557
Oct 2017,Aug 2017,"69,138 km",1591cc,1st,4,123@6400,5,190,400,55,2,Petrol,UP14**5112,Manual,2025-09-03,Comprehensive,Front Wheel Drive,SUV,Creta,Hyundai,ghaziabad,708777
Jul 2017,May 2017,"94,843 km",1591cc,1st,4,123@6400,5,190,400,55,2,Petrol,WB02**4711,Manual,2025-06-26,3rd Party,Front Wheel Drive,SUV,Creta,Hyundai,kolkata,488437
Jul 2018,Jun 2018,"39,425 km",1591cc,1st,4,123@6400,5,190,400,55,2,Petrol,TS09**6975,Automatic,2025-06-11,Comprehensive,Front Wheel Drive,SUV,Creta,Hyundai,hyderabad,1063097
Mar 2019,Feb 2019,"67,375 km",1582cc,2nd,4,128@4000,5,190,400,55,6,Diesel,KA53**9089,Manual,2026-03-05,Comprehensive,Front Wheel Drive,SUV,Creta,Hyundai,bangalore,1121480
Mar 2020,Aug 2019,"58,851 km",1582cc,1st,4,128@4000,5,190,400,55,2,Diesel,MH46**6516,Automatic,,Insurance Expired,Front Wheel Drive,SUV,Creta,Hyundai,pune,1117909
Oct 2020,Jul 2020,"58,329 km",1497cc,1st,4,115@6300,5,,433,50,6,Petrol,HR03*3752,Automatic,2025-07-22,Comprehensive,Front Wheel Drive,SUV,Creta,Hyundai,chandigarh,1310096
Oct 2020,Sep 2020,"100,472 km",1497cc,1st,4,115@6300,5,,433,50,6,Petrol,MH04**4996,Automatic,2025-10-22,Zero Depreciation,Front Wheel Drive,SUV,Creta,Hyundai,mumbai,1253546
Feb 2021,Jan 2021,"29,263 km",1497cc,2nd,4,115@6300,5,,433,50,2,Petrol,GJ05**5739,Automatic,2026-02-03,3rd Party,Front Wheel Drive,SUV,Creta,Hyundai,ahmedabad,1148077
Dec 2021,Oct 2021,"34,402 km",1353cc,1st,4,140@6000,5,190,433,50,2,Petrol,TS07**1255,Automatic,,Insurance Expired,Front Wheel Drive,SUV,Creta,Hyundai,hyderabad,1407066
Feb 2021,Jan 2021,"60,544 km",1497cc,1st,4,115@6300,5,,433,50,2,Petrol,TS04**9229,Manual,,Insurance Expired,Front Wheel Drive,SUV,Creta,Hyundai,hyderabad,1055586
Jul 2021,Mar 2021,"47,427 km",1353cc,1st,4,140@6000,5,190,433,50,6,Petrol,TS09**0072,Automatic,2025-05-25,Zero Depreciation,Front Wheel Drive,SUV,Creta,Hyundai,hyderabad,1407874
Nov 2021,Nov 2021,"75,603 km",1493cc,1st,4,115@4000,5,190,433,50,2,Diesel,DL6C*5051,Manual,,Insurance Expired,Front Wheel Drive,SUV,Creta,Hyundai,new-delhi,1127331
Jun 2021,May 2021,"56,765 km",1353cc,1st,4,140@6000,5,190,433,50,6,Petrol,DL7C*2576,Automatic,2025-06-13,Comprehensive,Front Wheel Drive,SUV,Creta,Hyundai,noida,1183846
Jul 2021,Jan 2021,"48,411 km",1497cc,1st,4,115@6300,5,,433,50,2,Petrol,MH12**4293,Manual,2025-07-12,3rd Party,Front Wheel Drive,SUV,Creta,Hyundai,pune,1200016
Jun 2022,May 2022,"66,437 km",1353cc,1st,4,140@6000,5,190,433,50,2,Petrol,GJ01**7984,Automatic,2025-05-22,3rd Party,Front Wheel Drive,SUV,Creta,Hyundai,ahmedabad,1189484
Apr 2022,Mar 2022,"70,653 km",1493cc,2nd,4,115@4000,5,190,433,50,6,Diesel,UP78**1434,Manual,2026-04-04,Zero Depreciation,Front Wheel Drive,SUV,Creta,Hyundai,lucknow,1224490
Aug 2022,Aug 2022,"27,488 km",1497cc,1st,4,115@6300,5,190,433,50,2,Petrol,MH48**0830,Manual,2025-11-10,Comprehensive,Front Wheel Drive,SUV,Creta,Hyundai,mumbai,1289743
Sep 2023,Jun 2023,"24,963 km",1497cc,1st,4,115@6300,5,190,433,50,6,Petrol,GJ27**4873,Manual,2025-09-05,Zero Depreciation,Front Wheel Drive,SUV,Creta,Hyundai,ahmedabad,1053560
Jun 2024,May 2024,"3,585 km",1493cc,1st,4,116@4000,5,190,433,50,6,Diesel,HR87*5759,Manual,2025-06-09,Zero Depreciation,Front Wheel Drive,SUV,Creta,Hyundai,faridabad,1608046
Sep 2014,Sep 2014,"41,351 km",1197cc,2nd,4,83@6000,5,170,285,45,2,Petrol,DL8C**8251,Manual,2026-01-10,Comprehensive,Front Wheel Drive,Hatchback,Elite i20,Hyundai,ghaziabad,348000
