Reg_yr,Manufacturing_yr,Km_driven,Engine capacity,Prev_owners,Cylinders,Max Power,Seater,Ground_clearance,Bootspace,Fueltank,Airbags,Fueltype,RTO,Transmission,Insurance_expiry,Insurance_type,Drivetrain,Bodytype,Model,Brand,City,Price
,,,,,,,,,,,0,,,,,,,,,,,
Jul 2017,May 2017,110K km,2179 cc,1st Owner,4 units,138bhp@3750rpm,7 units,200 mm,,70 litres,0,diesel,TN37,automatic,Jun  2026,Third Party,Front Wheel Drive,,XUV500,Mahindra,Coimbatore,968000
Jul 2016,Jul 2016,116K km,2179 cc,1st Owner,4 units,138bhp@3750rpm,7 units,200 mm,,70 litres,0,diesel,MH14,manual,Jun  2026,Third Party,Front Wheel Drive,,XUV500,Mahindra,Pune,718000
,,,,,,,,,,,0,,,,,,,,,,,
Aug 2020,Jul 2020,94K km,2179 cc,1st Owner,4 units,152.87bhp@3750rpm,7 units,200 mm,,70 litres,0,diesel,TS07,manual,Jun  2026,Third Party,FWD,,XUV500,Mahindra,Hyderabad,1087098
Feb 2019,Jan 2019,89K km,2179 cc,1st Owner,4 units,152.87bhp@3750rpm,7 units,200 mm,,70 litres,0,diesel,RJ14,manual,Jun  2026,Third Party,span>,,XUV500,Mahindra,Jaipur,975000
,,,,,,,,,,,0,,,,,,,,,,,
Nov 2022,Aug 2022,24K km,1997 cc,1st Owner,4 units,197 bhp @ 5000 rpm,5 units,200 mm,,60 litres,1,petrol,GJ12,automatic,Nov  2025,Comprehensive,FWD,,XUV700,Mahindra,Ahmedabad,1665127
Sep 2022,Aug 2022,27K km,1997 cc,1st Owner,4 units,197 bhp @ 5000 rpm,5 units,200 mm,,60 litres,1,petrol,GJ05,automatic,Jun  2026,Third Party,FWD,,XUV700,Mahindra,Ahmedabad,1609149
,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,
Apr 2022,Mar 2022,102K km,2198 cc,1st Owner,4 units,182 bhp @ 3500 rpm,7 units,200 mm,,60 litres,0,diesel,UP32,manual,Mar  2026,Comprehensive,FWD,,XUV700,Mahindra,Lucknow,1792653
Dec 2021,Oct 2021,121K km,1997 cc,1st Owner,4 units,197 bhp @ 5000 rpm,7 units,200 mm,,60 litres,0,petrol,UP65,automatic,Jun  2026,Third Party,FWD,,XUV700,Mahindra,Lucknow,1746095
Dec 2012,Oct 2012,56K km,998 cc,1st Owner,3 units,67 bhp @ 6200 RPM,5 units,170  mm,,35 litres,0,petrol,DL2C,automatic,Jun  2026,Third Party,FWD,,A-Star,Maruti Suzuki,Ghaziabad,241000
Nov 2011,Mar 2011,53K km,998 cc,1st Owner,3 units,68@6200,5 units,170 mm,,35 litres,0,petrol,UP80,manual,Nov  2025,Comprehensive,FWD,,A-Star,Maruti Suzuki,Lucknow,178000
Mar 2012,Jan 2012,61K km,998 cc,1st Owner,3 units,68@6200,5 units,170 mm,,35 litres,0,petrol,DL9C,manual,Jun  2026,Third Party,FWD,,A-Star,Maruti Suzuki,Ghaziabad,189000
,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,
Feb 2017,Feb 2017,18K km,796 cc,1st Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,MH46,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Mumbai,253000
Oct 2013,Aug 2013,61K km,796 cc,2nd Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,KA02,manual,Nov  2025,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Bangalore,230000
Jul 2014,Jun 2014,65K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol+cng,DL9C,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Ghaziabad,227000
Jun 2013,May 2013,41K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,MH46,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Mumbai,208000
Mar 2015,Mar 2015,48K km,796 cc,2nd Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,UP45,manual,Mar  2026,Comprehensive,Front Wheel Drive,,Alto 800,Maruti Suzuki,Lucknow,218000
Sep 2017,Aug 2017,41K km,796 cc,1st Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,UP80,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Lucknow,261000
May 2018,Apr 2018,20K km,796 cc,2nd Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,UP78,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Lucknow,257000
,,,,,,,,,,,0,,,,,,,,,,,
Apr 2017,Feb 2017,43K km,796 cc,2nd Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,MH14,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Pune,265000
Jul 2016,May 2016,44K km,796 cc,1st Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,TS07,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Hyderabad,257000
Oct 2014,Sep 2014,132K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,MH12,manual,Oct  2025,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Pune,211000
,,,,,,,,,,,0,,,,,,,,,,,
Jan 2020,Jan 2020,27K km,796 cc,2nd Owner,3 units,47 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,1,petrol,DL3C,manual,Jan  2026,Comprehensive,Front Wheel Drive,,Alto 800,Maruti Suzuki,Ghaziabad,290000
Jul 2018,Apr 2018,31K km,796 cc,1st Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,WB62,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Kolkata,254000
Apr 2014,Nov 2013,126K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,KA43,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Bangalore,228000
Dec 2013,Oct 2013,36K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,KL07,manual,Sep  2025,Comprehensive,Front Wheel Drive,,Alto 800,Maruti Suzuki,Kochi,225000
Jul 2014,Apr 2014,36K km,796 cc,2nd Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,TS07,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Hyderabad,238000
Jan 2013,Dec 2012,91K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,KA06,manual,Jan  2026,Comprehensive,Front Wheel Drive,,Alto 800,Maruti Suzuki,Bangalore,239000
Aug 2014,Jul 2014,41K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,DL1C,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Delhi,217000
Apr 2018,Apr 2018,22K km,796 cc,2nd Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,DL8C,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Noida,274000
Apr 2014,Apr 2014,57K km,796 cc,3rd Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,TN25,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Chennai,239000
,,,,,,,,,,,0,,,,,,,,,,,
Feb 2016,Jan 2016,84K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,TN91,manual,Feb  2026,Comprehensive,Front Wheel Drive,,Alto 800,Maruti Suzuki,Chennai,280000
Mar 2013,Jan 2013,86K km,796 cc,2nd Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,AP13,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Hyderabad,205000
Nov 2013,Sep 2013,60K km,796 cc,2nd Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,AP29,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Hyderabad,219000
Nov 2012,Nov 2012,25K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,TN22,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Chennai,241000
Nov 2017,Oct 2017,106K km,796 cc,1st Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,TN63,manual,Dec  2025,Comprehensive,Front Wheel Drive,,Alto 800,Maruti Suzuki,Chennai,257000
Nov 2015,Oct 2015,56K km,796 cc,2nd Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,GJ06,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Ahmedabad,220314
Jan 2018,Oct 2017,38K km,796 cc,1st Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,GJ01,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Ahmedabad,284698
Jan 2020,Dec 2019,41K km,796 cc,1st Owner,3 units,47 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,1,petrol,GJ01,manual,Dec  2025,Comprehensive,Front Wheel Drive,,Alto 800,Maruti Suzuki,Ahmedabad,293752
Oct 2018,May 2018,13K km,796 cc,1st Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,MH04,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Mumbai,297000
Aug 2018,Apr 2018,13K km,796 cc,1st Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,MH04,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Mumbai,297000
Aug 2013,Jul 2013,29K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,KA05,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Bangalore,257000
Sep 2014,Aug 2014,29K km,796 cc,2nd Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,KA05,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Bangalore,259000
Feb 2018,Jan 2018,64K km,796 cc,1st Owner,3 units,47.3bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol+cng,HR26,manual,Jun  2026,Third Party,FWD,,Alto 800,Maruti Suzuki,Karnal,300000
,,,,,,,,,,,0,,,,,,,,,,,
Mar 2014,Aug 2013,104K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,AP29,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Hyderabad,214000
Apr 2017,Feb 2017,66K km,796 cc,1st Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,MH09,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Pune,275000
,,,,,,,,,,,0,,,,,,,,,,,
Oct 2016,May 2016,44K km,796 cc,2nd Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,TS07,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Hyderabad,274000
Apr 2018,Feb 2018,31K km,796 cc,2nd Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,TS07,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Hyderabad,312000
May 2019,Jan 2019,92K km,796 cc,1st Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,TS34,manual,Sep  2025,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Hyderabad,290000
May 2014,Mar 2014,60K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,KA05,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Bangalore,269000
Jun 2021,Jun 2021,58K km,796 cc,1st Owner,3 units,47 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,1,petrol,HR26,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Sonipat,333000
Sep 2018,May 2018,106K km,796 cc,1st Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,TN14,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Chennai,280000
,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,
Jul 2022,Jun 2022,22K km,796 cc,1st Owner,3 units,47 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,1,petrol,,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Chandigarh,386000
Nov 2015,Sep 2015,33K km,796 cc,1st Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,TN30,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Chennai,298000
Mar 2018,Feb 2018,95K km,796 cc,3rd Owner,3 units,48bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,TN21,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Chennai,240000
Apr 2023,Jan 2023,29K km,796 cc,2nd Owner,3 units,47 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,1,petrol,TN42,manual,Apr  2026,Comprehensive,Front Wheel Drive,,Alto 800,Maruti Suzuki,Chennai,372000
,,,,,,,,,,,0,,,,,,,,,,,
Jun 2014,May 2014,97K km,796 cc,2nd Owner,3 units,47bhp@6000rpm,5 units,160 mm,,35 litres,0,petrol,KA19,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto 800,Maruti Suzuki,Bangalore,240000
,,,,,,,,,,,0,,,,,,,,,,,
Feb 2024,Feb 2024,3K km,998 cc,1st Owner,3 units,66bhp@5500rpm,5 units,,214 litres,27 litres,1,petrol,MH48,automatic,Feb  2026,Comprehensive,Front Wheel Drive,,Alto K10,Maruti Suzuki,Mumbai,527000
Aug 2017,Jun 2017,90K km,998 cc,1st Owner,3 units,67.1bhp@6000rpm,5 units,160 mm,177 litres,35 litres,1,petrol,WB52,automatic,Jun  2026,Third Party,FWD,,Alto K10,Maruti Suzuki,Kolkata,263000
,,,,,,,,,,,0,,,,,,,,,,,
"</script>
  <script src=""https://s.adroll.com/j/pre/QTK7TG7CWVFGBJVJRC6G64/WWUQX4TKXFHHXLLSLGQC77/index.js"" type=""text/javascript",,,,,,,,,,,0,,GJ06,automatic,,,,,Alto K10,Maruti Suzuki,,275644
Nov 2016,Oct 2016,44K km,998 cc,2nd Owner,3 units,67 bhp @ 6000 RPM,5 units,160 mm,177 litres,35 litres,0,petrol,GJ06,automatic,Oct  2025,Comprehensive,FWD,,Alto K10,Maruti Suzuki,Ahmedabad,275644
Apr 2017,Mar 2017,36K km,998 cc,2nd Owner,3 units,67 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,KA01,manual,Oct  2025,Comprehensive,Front Wheel Drive,,Alto K10,Maruti Suzuki,Bangalore,327222
Apr 2016,Mar 2016,84K km,998 cc,1st Owner,3 units,67 bhp @ 6000 RPM,5 units,160 mm,177 litres,35 litres,0,petrol+cng,UP37,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto K10,Maruti Suzuki,Lucknow,249000
Nov 2016,Oct 2016,95K km,998 cc,2nd Owner,3 units,67 bhp @ 6000 RPM,5 units,160 mm,177 litres,35 litres,0,petrol+cng,GJ27,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto K10,Maruti Suzuki,Ahmedabad,236410
Jun 2017,Apr 2017,31K km,998 cc,1st Owner,3 units,67 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,UP70,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto K10,Maruti Suzuki,Lucknow,299000
,,,,,,,,,,,0,,,,,,,,,,,
Dec 2014,Oct 2014,51K km,998 cc,1st Owner,3 units,67 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,MH12,manual,Nov  2025,Comprehensive,Front Wheel Drive,,Alto K10,Maruti Suzuki,Pune,253000
Aug 2013,Apr 2013,86K km,998 cc,2nd Owner,3 units,67bhp@6200rpm,5 units,160 mm,,35 litres,0,petrol,AP28,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto K10,Maruti Suzuki,Hyderabad,205000
Nov 2017,Jul 2017,20K km,998 cc,1st Owner,3 units,67 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,WB24,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto K10,Maruti Suzuki,Kolkata,295000
,,,,,,,,,,,0,,,,,,,,,,,
Nov 2018,Sep 2018,121K km,998 cc,1st Owner,3 units,67 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto K10,Maruti Suzuki,Kochi,285234
,,,,,,,,,,,0,,,,,,,,,,,
Aug 2015,May 2015,121K km,998 cc,1st Owner,3 units,67 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,KA28,manual,Apr  2026,Third Party,Front Wheel Drive,,Alto K10,Maruti Suzuki,Bangalore,285000
Oct 2017,Sep 2017,46K km,998 cc,1st Owner,3 units,67 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,HR26,manual,Oct  2025,Comprehensive,Front Wheel Drive,,Alto K10,Maruti Suzuki,Sonipat,297000
,,,,,,,,,,,0,,,,,,,,,,,
Oct 2018,Apr 2018,42K km,998 cc,2nd Owner,3 units,67 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,TN05,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto K10,Maruti Suzuki,Chennai,299000
May 2016,May 2016,93K km,998 cc,1st Owner,3 units,67 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,WB18,manual,Jun  2026,Third Party,Front Wheel Drive,,Alto K10,Maruti Suzuki,Kolkata,232000
Mar 2015,Feb 2015,76K km,998 cc,1st Owner,3 units,67 bhp@6000rpm,5 units,160 mm,177 litres,35 litres,0,petrol,PB22,manual,Feb  2026,Comprehensive,Front Wheel Drive,,Alto K10,Maruti Suzuki,Chandigarh,265000
,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,
Oct 2023,Sep 2023,18K km,1197 cc,1st Owner,4 units,88bhp@6000rpm,5 units,,318 litres,37 litres,1,petrol,TN37,automatic,Sep  2025,Comprehensive,Front Wheel Drive,,Baleno,Maruti Suzuki,Coimbatore,892000
May 2018,Apr 2018,38K km,1197 cc,1st Owner,4 units,81.80bhp@6000rpm,5 units,170 mm,339 litres,37 litres,1,petrol,HR26,automatic,Jun  2026,Third Party,FWD,,Baleno,Maruti Suzuki,Sonipat,610000
,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,
May 2022,Apr 2022,53K km,1197 cc,1st Owner,4 units,88 bhp @ 6000 rpm,5 units,170 mm,318 litres,37 litres,1,petrol,DL2C,manual,Jun  2026,Third Party,FWD,,Baleno,Maruti Suzuki,Ghaziabad,697000
Oct 2022,Aug 2022,96K km,1197 cc,1st Owner,4 units,88 bhp @ 6000 rpm,5 units,170 mm,318 litres,37 litres,1,petrol,MH46,manual,Jun  2026,Third Party,FWD,,Baleno,Maruti Suzuki,Mumbai,674000
Feb 2022,Jan 2022,33K km,1197 cc,2nd Owner,4 units,82 bhp@6000rpm,5 units,170 mm,339 litres,37 litres,1,petrol,HR98,manual,Jun  2026,Third Party,Front Wheel Drive,,Baleno,Maruti Suzuki,Gurgaon,556000
Feb 2019,Jan 2019,81K km,1197 cc,1st Owner,4 units,82 bhp@6000rpm,5 units,170 mm,339 litres,37 litres,1,petrol,KL26,manual,Feb  2026,Comprehensive,Front Wheel Drive,,Baleno,Maruti Suzuki,Kochi,549000
Jan 2023,Nov 2022,27K km,1197 cc,1st Owner,4 units,88bhp@6000rpm,5 units,,318 litres,37 litres,1,petrol,RJ45,manual,Jan  2026,Comprehensive,Front Wheel Drive,,Baleno,Maruti Suzuki,Jaipur,642838
,,,,,,,,,,,0,,,,,,,,,,,
Feb 2019,Jan 2019,61K km,1197 cc,2nd Owner,4 units,81.80bhp@6000rpm,5 units,170 mm,339 litres,37 litres,1,petrol,MH12,automatic,Jun  2026,Third Party,FWD,,Baleno,Maruti Suzuki,Pune,610000
Sep 2019,Aug 2019,44K km,1197 cc,1st Owner,4 units,82 bhp@6000rpm,5 units,170 mm,339 litres,37 litres,1,petrol,MH12,manual,Sep  2025,Comprehensive,Front Wheel Drive,,Baleno,Maruti Suzuki,Pune,602000
,,,,,,,,,,,0,,,,,,,,,,,
Sep 2019,Apr 2019,31K km,1197 cc,1st Owner,4 units,82 bhp@6000rpm,5 units,170 mm,339 litres,37 litres,1,petrol,DL1C,manual,Jun  2026,Third Party,Front Wheel Drive,,Baleno,Maruti Suzuki,Delhi,570000
Apr 2021,Mar 2021,46K km,1197 cc,1st Owner,4 units,82 bhp@6000rpm,5 units,170 mm,339 litres,37 litres,1,petrol,CH01,manual,Jan  2026,Comprehensive,Front Wheel Drive,,Baleno,Maruti Suzuki,Chandigarh,637000
Dec 2022,Dec 2022,5K km,1462 cc,1st Owner,4 units,102 bhp @ 6000 rpm,5 units,,328 litres,48 litres,1,petrol,DL9C,automatic,Jun  2026,Third Party,FWD,,Brezza,Maruti Suzuki,Noida,1000000
May 2024,Apr 2024,26K km,1462 cc,1st Owner,4 units,102 bhp @ 6000 rpm,5 units,,328 litres,48 litres,1,petrol,GJ01,automatic,May  2026,Comprehensive,FWD,,Brezza,Maruti Suzuki,Ahmedabad,1070767
Jun 2023,Apr 2023,36K km,1462 cc,1st Owner,4 units,102 bhp @ 6000 rpm,5 units,,328 litres,48 litres,1,petrol,TN37,automatic,May  2026,Comprehensive,FWD,,Brezza,Maruti Suzuki,Coimbatore,1162413
Apr 2023,Mar 2023,19K km,1462 cc,1st Owner,4 units,102 bhp @ 6000 rpm,5 units,,328 litres,48 litres,1,petrol,TS07,automatic,Jun  2026,Third Party,FWD,,Brezza,Maruti Suzuki,Hyderabad,1401000
Aug 2022,Aug 2022,36K km,1462 cc,1st Owner,4 units,102 bhp @ 6000 rpm,5 units,198 mm,328 litres,48 litres,1,petrol,MH40,manual,Jun  2026,Third Party,FWD,,Brezza,Maruti Suzuki,Pune,1091713
Nov 2022,Sep 2022,28K km,1462 cc,1st Owner,4 units,102 bhp @ 6000 rpm,5 units,198 mm,328 litres,48 litres,1,petrol,KL30,manual,Jun  2026,Third Party,FWD,,Brezza,Maruti Suzuki,Kochi,1142168
Sep 2022,Jul 2022,21K km,1462 cc,1st Owner,4 units,102 bhp @ 6000 rpm,5 units,,328 litres,48 litres,1,petrol,UP80,manual,Jun  2026,Third Party,FWD,,Brezza,Maruti Suzuki,Lucknow,1096718
Nov 2023,Oct 2023,40K km,1462 cc,1st Owner,4 units,102 bhp @ 6000 rpm,5 units,,328 litres,48 litres,1,petrol,MH05,manual,Jun  2026,Third Party,FWD,,Brezza,Maruti Suzuki,Mumbai,1121968
Sep 2014,Jul 2014,57K km,998 cc,1st Owner,3 units,67 bhp @ 6000 RPM,5 units,165 mm,235 litres,35 litres,0,petrol,KL01,manual,Jun  2026,Third Party,FWD,,Celerio,Maruti Suzuki,Kochi,278000
May 2014,Apr 2014,80K km,998 cc,2nd Owner,3 units,67.04bhp@6000rpm,5 units,165 mm,235 litres,35 litres,0,petrol,HR26,automatic,Jun  2026,Third Party,FWD,,Celerio,Maruti Suzuki,Faridabad,271000
Dec 2014,Nov 2014,28K km,998 cc,1st Owner,3 units,67.04bhp@6000rpm,5 units,165 mm,235 litres,35 litres,0,petrol,TN10,automatic,Jun  2026,Third Party,FWD,,Celerio,Maruti Suzuki,Chennai,369000
Apr 2014,Jan 2014,58K km,998 cc,1st Owner,1 units,67.04bhp@6000rpm,5 units,165 mm,235 litres,35 litres,0,petrol,HR05,manual,Jun  2026,Third Party,FWD,,Celerio,Maruti Suzuki,Karnal,282000
Dec 2015,Dec 2015,65K km,998 cc,1st Owner,1 units,67.04bhp@6000rpm,5 units,165 mm,235 litres,35 litres,0,petrol,WB20,manual,Nov  2025,Comprehensive,FWD,,Celerio,Maruti Suzuki,Kolkata,262000
,,,,,,,,,,,0,,,,,,,,,,,
Jan 2021,Sep 2020,60K km,998 cc,1st Owner,,67bhp@6000rpm,5 units,165 mm,235 litres,35 litres,0,petrol,TS08,manual,Jun  2026,Third Party,FWD,,Celerio X,Maruti Suzuki,Hyderabad,449000
Jul 2023,May 2023,31K km,998 cc,1st Owner,3 units,67.04bhp@6000rpm,5 units,165 mm,235 litres,35 litres,1,petrol,RJ45,manual,Jun  2026,Third Party,FWD,,Celerio,Maruti Suzuki,Jaipur,535528
Oct 2022,Sep 2022,16K km,998 cc,1st Owner,3 units,66bhp@5500rpm,5 units,170 mm,313 litres,32 litres,1,petrol,MH14,automatic,Jun  2026,Third Party,Front Wheel Drive,,Celerio,Maruti Suzuki,Pune,537000
,,,,,,,,,,,0,,,,,,,,,,,
,,,,,,,,,,,0,,,,,,,,,,,
Sep 2022,Sep 2022,16K km,998 cc,1st Owner,3 units,67.04bhp@6000rpm,5 units,165 mm,235 litres,35 litres,1,petrol,WB66,manual,Sep  2025,Comprehensive,FWD,,Celerio,Maruti Suzuki,Kolkata,551000
Sep 2017,Aug 2017,62K km,1373 cc,2nd Owner,4 units,91 bhp@6000rpm,5 units,170 mm,510 litres,43 litres,0,petrol,KA51,automatic,Jun  2026,Third Party,Front Wheel Drive,,Ciaz,Maruti Suzuki,Bangalore,624000
Dec 2017,May 2017,57K km,1373 cc,2nd Owner,4 units,91 bhp@6000rpm,5 units,170 mm,510 litres,43 litres,0,petrol,MH12,manual,Jun  2026,Third Party,Front Wheel Drive,,Ciaz,Maruti Suzuki,Pune,542000
Jun 2018,Jan 2018,52K km,1373 cc,1st Owner,4 units,91 bhp@6000rpm,5 units,170 mm,510 litres,43 litres,1,petrol,HR29,manual,Jun  2026,Third Party,Front Wheel Drive,,Ciaz,Maruti Suzuki,Gurgaon,637000
Apr 2018,Mar 2018,54K km,1373 cc,2nd Owner,4 units,91 bhp@6000rpm,5 units,170 mm,510 litres,43 litres,1,petrol,HR26,manual,Jun  2026,Third Party,Front Wheel Drive,,Ciaz,Maruti Suzuki,Gurgaon,611000
Apr 2022,Mar 2022,55K km,1462 cc,1st Owner,4 units,103.25bhp@6000rpm,5 units,170 mm,510 litres,43 litres,1,petrol,KL02,automatic,Apr  2026,Comprehensive,FWD,,Ciaz,Maruti Suzuki,Kochi,942000
,,,,,,,,,,,0,,,,,,,,,,,
Feb 2018,Jan 2018,61K km,1373 cc,1st Owner,4 units,91 bhp@6000rpm,5 units,170 mm,510 litres,43 litres,1,Petrol,UP16,manual,Jun  2026,Third Party,Front Wheel Drive,,Ciaz,Maruti Suzuki,Ghaziabad,619000
